X,Stratification,# surveys,# units to assess,Cluster size,Cluster size set,ICC,DESS,Effective sample,% buffer,Confidence level,Error margin,Population,Sampling type,Location,strata
1,all,175,34,5.15,5,0.06,1.249,140,0.15,0.95,0.09,66185,Cluster sampling,East Jerusalem,East_Jerusalem
