Column1,id_sampl,Survey,strata_id,psu,nr_hhs,locality_code,gov_code,gov_name,gov_area,enum_area,oslo_area,Oslo_Area2,Strata,locality.name,West.Bank.or.Gaza.Strip,psu_id,pop_numbers,SumDist,proba,survey_buffer,Column2
2,id_1033,16,Tulkarem_C,4.97252517624836e-314,129,100645,10,Tulkarem,Tulkarem_C,30,3,_C,Tulkarem_C,?????????,West Bank,4.97252517624836e-314,129,3500,0.036857143,16,12.40310078
3,id_1034,8,Tulkarem_C,4.97252522565492e-314,141,100645,10,Tulkarem,Tulkarem_C,31,3,_C,Tulkarem_C,?????????,West Bank,4.97252522565492e-314,141,3500,0.040285714,8,5.673758865
4,id_1036,16,Tulkarem_C,4.97252527506149e-314,128,100645,10,Tulkarem,Tulkarem_C,32,3,_C,Tulkarem_C,?????????,West Bank,4.97252527506149e-314,128,3500,0.036571429,16,12.5
5,id_1089,8,Tulkarem_C,4.97252730073064e-314,94,100645,10,Tulkarem,Tulkarem_C,73,3,_C,Tulkarem_C,?????????,West Bank,4.97252730073064e-314,94,3500,0.026857143,8,8.510638298
7,id_1130,8,Tulkarem_C,4.97252868411445e-314,63,100645,10,Tulkarem,Tulkarem_C,101,3,_C,Tulkarem_C,?????????,West Bank,4.97252868411445e-314,63,3500,0.018,8,12.6984127
9,id_1138,8,Tulkarem_C,4.97252898055383e-314,78,100645,10,Tulkarem,Tulkarem_C,107,3,_C,Tulkarem_C,?????????,West Bank,4.97252898055383e-314,78,3500,0.022285714,8,10.25641026
10,id_1176,32,Tulkarem_C,4.97573517015596e-314,135,100710,10,Tulkarem,Tulkarem_C,1,3,_C,Tulkarem_C,?????,West Bank,4.97573517015596e-314,135,3500,0.038571429,32,23.7037037
11,id_1180,8,Tulkarem_C,4.97647626862472e-314,63,100725,10,Tulkarem,Tulkarem_C,1,3,_C,Tulkarem_C,?????? ??????,West Bank,4.97647626862472e-314,63,3500,0.018,8,12.6984127
12,id_1198,8,Tulkarem_C,4.97820549838516e-314,42,100760,10,Tulkarem,Tulkarem_C,1,3,_C,Tulkarem_C,??????,West Bank,4.97820549838516e-314,42,3500,0.012,8,19.04761905
248,id_822,8,Tulkarem_C,4.95498475887658e-314,22,100290,10,Tulkarem,Tulkarem_C,8,3,_C,Tulkarem_C,???????,West Bank,4.95498475887658e-314,22,3500,0.006285714,8,36.36363636
249,id_824,16,Tulkarem_C,4.95498480828314e-314,35,100290,10,Tulkarem,Tulkarem_C,9,3,_C,Tulkarem_C,???????,West Bank,4.95498480828314e-314,35,3500,0.01,16,45.71428571
250,id_834,16,Tulkarem_C,4.95498505531596e-314,53,100290,10,Tulkarem,Tulkarem_C,14,3,_C,Tulkarem_C,???????,West Bank,4.95498505531596e-314,53,3500,0.015142857,16,30.18867925
251,id_838,16,Tulkarem_C,4.95498515412909e-314,62,100290,10,Tulkarem,Tulkarem_C,16,3,_C,Tulkarem_C,???????,West Bank,4.95498515412909e-314,62,3500,0.017714286,16,25.80645161
252,id_839,8,Tulkarem_C,4.95696067561399e-314,118,100330,10,Tulkarem,Tulkarem_C,1,3,_C,Tulkarem_C,??????? ?????,West Bank,4.95696067561399e-314,118,3500,0.033714286,8,6.779661017
253,id_867,8,Tulkarem_C,4.95819583972859e-314,34,100355,10,Tulkarem,Tulkarem_C,1,3,_C,Tulkarem_C,????????? ???????,West Bank,4.95819583972859e-314,34,3500,0.009714286,8,23.52941176
254,id_920,8,Tulkarem_C,4.96437240140008e-314,27,100480,10,Tulkarem,Tulkarem_C,16,3,_C,Tulkarem_C,???????,West Bank,4.96437240140008e-314,27,3500,0.007714286,8,29.62962963
255,id_943,8,Tulkarem_C,4.96758308699957e-314,43,100545,10,Tulkarem,Tulkarem_C,1,3,_C,Tulkarem_C,????????????,West Bank,4.96758308699957e-314,43,3500,0.012285714,8,18.60465116
257,id_971,8,Tulkarem_C,4.97005361285504e-314,93,100595,10,Tulkarem,Tulkarem_C,5,3,_C,Tulkarem_C,????????,West Bank,4.97005361285504e-314,93,3500,0.026571429,8,8.602150538
